,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth
1479,Macon,2014,4811,Macon County Animal Control & Care Center,Decatur,62526-5230,Animal Control Facility,,,,,,142,1200,519,288,397,119,150,1211,590,31,615,108,5,216,7,0,200,0,2627,1116,319,1212
1480,Macon,2013,10185,Homeward Bound Pet Shelter,Decatur,62526,Animal Shelter,,,,,,26,276,264,4,1,33,22,86,67,0,0,41,0,2,2,,,0,364,333,4,1
1481,Macon,2013,14501,Hudson's Half Way Home,Decatur,62526,Animal Shelter,8,1,,,,0,11,9,0,0,2,0,,,,,,0,,,,,,11,9,0,0
1482,Macon,2013,6479,Humane Society of Decatur/Macon Co,Decatur,62526,Animal Shelter,,,,,,9,76,80,2,2,1,33,62,58,0,1,36,0,0,0,0,0,0,138,138,2,3
1483,Macon,2013,13788,Illinois English Bulldog Rescue,Decatur,62526,Animal Shelter,,,,,,40,42,57,,2,23,,,,,,,,,,,,,42,57,0,2
1484,Macon,2013,12676,Pet Tracks,Decatur,62526,Animal Shelter,,,2,0,,,,,,,,48,3,2,0,1,48,,,,,,,3,2,0,1
1485,Macon,2013,7909,Prairieland Animal Welfare,Decatur,62521,Animal Shelter,,,,,,,,,,,,0,8,4,,,4,,,,,,,8,4,0,0
1486,Macoupin,2012,13833,Feathered Nest,Brighton,62012,Animal Shelter,,,,,54,,,,,,,,,,,,,,,54,,1,15,0,54,0,1
1487,Macoupin,2010,13833,Feathered Nest,Brighton,62012,Animal Shelter,,,,,28,,,,,,,,,,,,,,40,,,,,40,0,0,0
1488,Macoupin,2011,13833,Feathered Nest,Brighton,62012,Animal Shelter,,,,,28,,,,,,,,,,,,,,18,17,,1,15,18,17,0,1
1489,Macoupin,2012,6098,Macoupin County Adopt-A-Pet,Benld,62009,Animal Shelter,200,170,55,95,0,47,391,370,5,0,63,34,161,150,1,0,44,0,,0,,,0,552,520,6,0
1490,Macoupin,2010,6098,Macoupin County Adopt-A-Pet,Benld,62009,Animal Shelter,0,0,0,0,0,,327,358,7,1,,,195,189,0,0,,,0,0,0,0,,522,547,7,1
1491,Macoupin,2011,6098,Macoupin County Adopt-A-Pet,Benld,62009,Animal Shelter,206,176,73,106,0,65,369,382,5,0,47,44,169,179,0,0,34,0,,,,,0,538,561,5,0
1492,Macoupin,2011,4869,Macoupin County Animal Control,Carlinville,62626,Animal Control,,,,,,,923,482,211,230,,,817,503,175,139,,,15,11,4,0,,1755,996,390,369
1493,Macoupin,2010,4869,Macoupin County Animal Control,Carlinville,62626,Animal Control,,,,,,,782,239,287,256,,,462,132,110,220,,,15,15,0,0,,1259,386,397,476
1494,Macoupin,2012,4869,Macoupin County Animal Control,Carlinville,62626,Animal Control,,,,,,41,411,226,147,10,28,32,273,158,47,40,28,0,6,0,6,0,0,690,384,200,50
1495,Macoupin,2009,4869,Macoupin County Animal Control,Carlinville,62626,Animal Control,0,0,0,0,0,,837,392,174,271,,,564,177,54,333,,,15,15,0,0,,1416,584,228,604
1496,Macoupin,2008,4869,Macoupin County Animal Control,Carlinville,62626,Animal Shelter,,,,,,,525,223,103,199,,,367,193,37,137,,,34,34,0,0,,926,450,140,336
1497,Macoupin,2007,4869,Macoupin County Animal Control,Carlinville,62626,Animal Shelter,,,,,,,839,305,167,367,,,367,73,24,270,,,,,,,,1206,378,191,637
1498,Macoupin,2013,4869,Macoupin County Animal Control,Carlinville,62626,Animal Control,0,0,0,0,0,28,734,496,197,22,47,28,425,272,83,3,80,0,5,2,3,0,0,1164,770,283,25
1499,Macoupin,2014,13833,Feathered Nest,Brighton,62012-3009,Animal Shelter,,,,,,,,,,,,,,,,,,15,60,60,,,15,60,60,0,0
1500,Macoupin,2014,6098,Macoupin County Adopt-A-Pet,Benld,62009-0053,Animal Shelter,,,,,,82,420,423,0,2,77,45,201,190,0,0,56,0,,,,,0,621,613,0,2
1501,Macoupin,2014,13922,River King Newfoundland Club Rescue,Brighton,62012-1550,Animal Shelter,0,0,0,,,0,6,3,1,0,2,0,,,,,,0,,,,,,6,3,1,0
1502,Macoupin,2014,4869,Macoupin County Animal Control,Carlinville,62626-0391,,0,0,0,0,0,47,681,477,211,9,31,80,456,340,157,4,35,0,4,4,0,0,0,1141,821,368,13
1503,Macoupin,2013,13833,Feathered Nest,Brighton,62012,Animal Shelter,,,,,46,,,,,,,,,,,,,10,46,46,,1,10,46,46,0,1
1504,Macoupin,2013,6098,Macoupin County Adopt-A-Pet,Benld,62009-1448,Animal Shelter,,,,,,63,376,351,6,0,82,44,211,209,1,0,45,0,,,,,0,587,560,7,0
1505,Madison,2012,5747,Alton Animal Control Center,Alton,62002,Animal Control,0,0,0,0,0,0,308,39,43,226,0,0,329,6,3,320,4,0,181,0,0,181,0,818,45,46,727
1506,Madison,2013,5747,Alton Animal Control Center,Alton,62002,Animal Control,0,0,0,0,0,0,270,68,41,161,0,0,361,6,1,354,0,0,269,0,0,269,0,900,74,42,784
1507,Madison,2010,5747,Alton Animal Control Center,Alton,62002,Animal Control,0,0,0,0,0,,401,45,78,278,,,389,14,3,372,,,242,4,0,238,,1032,63,81,888
1508,Madison,2011,5747,Alton Animal Control Center,Alton,62002,Animal Control,0,0,0,0,0,,380,61,82,237,,,346,7,8,331,,,327,1,1,325,,1053,69,91,893
1509,Madison,2012,2792,Alton Area Animal Aid Association,Godfrey,62035,Animal Shelter,231,12,80,37,,56,248,243,17,5,39,33,119,117,,4,31,0,0,0,0,0,0,367,360,17,9
1510,Madison,2010,2792,Alton Area Animal Aid Association,Godfrey,62035,Animal Shelter,,,,,,,228,300,6,3,,,157,169,3,5,,,,,,,,385,469,9,8
1511,Madison,2011,2792,Alton Area Animal Aid Association,Godfrey,62035,Animal Shelter,,,,,,41,285,216,6,4,50,42,135,126,0,9,42,,,,,,,420,342,6,13
1512,Madison,2010,3846,APA (ASSN For the Protection  of Animals),Granite City,62040,Animal Shelter,,,,,,,80,131,27,3,,,21,30,5,2,,,,,,,,101,161,32,5
1513,Madison,2011,3846,APA (ASSN For the Protection  of Animals),Granite City,62040,Animal Shelter,,,,,,36,87,106,23,8,32,26,33,60,11,4,24,,,,,,,120,166,34,12
1514,Madison,2012,13934,Come Bye Border Collie Rescue,Highland  ,62249,Animal Shelter,,,,,,14,38,41,0,0,11,,,,,,,,,,,,,38,41,0,0
1515,Madison,2010,13934,Come Bye Border Collie Rescue,Highland  ,62249,Animal Shelter,,,,,,,22,19,0,3,,,,,,,,,,,,,,22,19,0,3
1516,Madison,2011,13934,Come Bye Border Collie Rescue,Highland  ,62249,Animal Shelter,,,,,,5,35,30,0,2,8,,,,,,,,,,,,,35,30,0,2
1517,Madison,2012,13730,Dachshund Rescue of St. Louis,Highland,62249,Animal Shelter,,,,,,5,50,50,0,0,5,,,,,,,,,,,,,50,50,0,0
1518,Madison,2010,13730,Dachshund Rescue of St. Louis,Highland,62249,Animal Shelter,,,,,,,35,35,,1,,,,,,,,,,,,,,35,35,0,1
1519,Madison,2011,13730,Dachshund Rescue of St. Louis,Highland,62249,Animal Shelter,,,,,,100,100,100,0,0,100,,,,,,,,,,,,,100,100,0,0
1520,Madison,2012,8699,East Alton Animal Control,East Alton,62024,Animal Control,0,0,0,0,0,0,85,0,75,10,0,0,122,0,22,120,0,0,,,,,,207,0,97,130
1521,Madison,2010,8699,East Alton Animal Control,East Alton,62024,Animal Control,,,,,,,70,,40,30,,,134,,14,120,,,,,,,1,204,0,54,150
1522,Madison,2011,8699,East Alton Animal Control,East Alton,62024,Animal Control,,,,,,0,,,,,0,0,,,,,0,,,,,,1,0,0,0,0
1523,Madison,2012,14140,Found A Hound Rescue,Godfrey,62035,Animal Shelter,,,,,,0,27,24,0,0,3,,,,,,,,,,,,,27,24,0,0
1524,Madison,2011,14140,Found A Hound Rescue,Godfrey,62035,Animal Shelter,,,,,,0,1,1,,,0,,,,,,,,,,,,,1,1,0,0
1525,Madison,2012,14266,Four Paws Sake,Collinsville,62234,Animal Shelter,,,,,,0,48,37,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,48,37,0,6
1526,Madison,2012,1909,Granite City Humane Shelter,Granite City,62040,Animal Control,0,0,0,0,0,597,597,30,100,467,467,612,612,5,15,592,592,0,,,,,,1209,35,115,1059
1527,Madison,2010,1909,Granite City Humane Shelter,Granite City,62040,Animal Control,,,,,,,623,20,150,458,,,559,5,10,544,,,,,,,,1182,25,160,1002
1528,Madison,2011,1909,Granite City Humane Shelter,Granite City,62040,Animal Control,,,,,,,500,10,89,401,,,660,5,20,635,,,,,,,,1160,15,109,1036
1529,Madison,2012,6418,Highland Animal Shelter,Highland,62249,Animal Shelter,,,,,,29,34,41,,4,18,70,143,137,1,5,70,,0,0,0,0,0,177,178,1,9
1530,Madison,2010,6418,Highland Animal Shelter,Highland,62249,Animal Shelter,,,,,,,170,65,66,0,,,246,207,7,0,,,0,0,0,0,,416,272,73,0
1531,Madison,2011,6418,Highland Animal Shelter,Highland,62249,Animal Shelter,,,,,,,43,56,,,29,,113,121,,,70,0,0,0,0,0,0,156,177,0,0
1532,Madison,2010,12167,Hope Animal Rescues,Alton,62002,Animal Shelter,0,0,0,0,0,,398,301,0,1,,,0,0,0,0,,,0,0,0,0,,398,301,0,1
1533,Madison,2012,299,Madison County Rabies Control,Edwardsville,62025,Animal Control,,,,,,,1423,416,301,663,0,,1913,258,21,1595,0,,,,,,,3336,674,322,2258
1534,Madison,2010,299,Madison County Rabies Control,Edwardsville,62025,Animal Control,,,,,,,1698,352,332,971,,,2432,243,36,2122,,,,,,,,4130,595,368,3093
1535,Madison,2011,299,Madison County Rabies Control,Edwardsville,62025,Animal Control,,,,,,,1604,340,308,917,,,2085,161,27,1864,,,,,,,,3689,501,335,2781
1536,Madison,2012,6613,Metro East Humane Society,Edwardsville,62025,Animal Shelter,395,104,140,157,0,23,499,452,0,54,16,54,243,297,0,28,28,0,1,0,0,1,0,743,749,0,83
1537,Madison,2010,6613,Metro East Humane Society,Edwardsville,62025,Animal Shelter,,,,,0,,602,516,0,63,,,487,368,0,86,,,0,0,0,0,,1089,884,0,149
1538,Madison,2011,6613,Metro East Humane Society,Edwardsville,62025,Animal Shelter,,,,,,20,564,492,0,49,23,46,272,229,0,51,54,0,0,0,0,0,0,836,721,0,100
1539,Madison,2012,8361,Nameoki,Granite City,62040,Animal Control,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1540,Madison,2010,8361,Nameoki,Granite City,62040,Animal Control,,,,,,,13,,,,,,20,,,,,,19,,,,,52,0,0,0
1541,Madison,2011,8361,Nameoki,Granite City,62040,Animal Control,,,,,,,30,,7,2,21,,18,,3,1,14,,9,,2,,7,57,0,12,3
1542,Madison,2012,10989,Partners For Pets Humane Society,St. Jacob,62281,Animal Shelter,,,,,,70,708,708,2,5,70,60,340,325,0,3,75,0,0,0,0,0,0,1048,1033,2,8
1543,Madison,2010,10989,Partners For Pets Humane Society,St. Jacob,62281,Animal Shelter,,,,,,,736,661,0,10,,,316,441,0,10,,,0,0,0,0,,1052,1102,0,20
1544,Madison,2011,10989,Partners For Pets Humane Society,St. Jacob,62281,Animal Shelter,,,,,,60,570,563,0,7,60,50,384,376,0,8,50,0,0,0,0,0,0,954,939,0,15
1545,Madison,2012,14170,Sleepy Dog Rescue,Bethalto,62010,Animal Shelter,0,0,0,0,0,14,,,,,14,0,,,,,0,0,,,,,0,0,0,0,0
1546,Madison,2011,14170,Sleepy Dog Rescue,Bethalto,62010,Animal Shelter,0,0,0,0,0,14,,,,,14,0,,,,,0,0,,,,,0,0,0,0,0
1547,Madison,2012,3923,Warren Billhartz Animal Shelter,Collinsville,62234,,,,,,,5,284,45,125,51,9,17,201,82,7,30,10,0,3,1,2,0,0,488,128,134,81
1548,Madison,2010,3923,Warren Billhartz Animal Shelter,Collinsville,62234,,,,,,,,304,19,122,59,,,365,9,16,161,,,146,0,3,42,,815,28,141,262
1549,Madison,2011,3923,Warren Billhartz Animal Shelter,Collinsville,62234,,,,,,,1,342,18,146,21,5,3,351,13,1,64,17,1,73,1,0,57,0,766,32,147,142
1550,Madison,2013,5747,Alton Animal Control Center,Alton,62002,Animal Control,0,0,0,0,0,0,270,68,41,161,0,0,361,6,1,354,0,0,269,0,0,269,0,900,74,42,784
1551,Madison,2013,8699,East Alton Animal Control,East Alton,62024,Animal Control,,,,,,0,41,,20,20,0,0,68,,2,66,0,0,,,,,,109,0,22,86
1552,Madison,2013,299,Madison County Rabies Control,Edwardsville,62025,Animal Control,,,,,,3,1251,368,281,561,14,2,2053,360,36,1622,4,,,,,,,3304,728,317,2183
1553,Madison,2013,3923,Warren Billhartz Animal Shelter,Collinsville,62234,Animal Control,,,,,,9,285,47,149,22,4,10,276,63,7,40,19,0,128,0,0,40,0,689,110,156,102
1554,Madison,2014,2792,Alton Area Animal Aid Association,Godfrey,62035-1953,Animal Shelter,162,15,128,35,,50?,216,177,3,1,35,30,169,158,1,10,,,,,,,,385,335,4,11
1555,Madison,2014,3846,APA (Assn for the Protect of Animals),Granite City,62040-1311,Animal Shelter,,,,,,32,31,44,19,1,32,30,42,38,10,3,41,,,,,,,73,82,29,4
1556,Madison,2014,13934,Come Bye Border Collie Rescue,Highland,62249-0332,Animal Shelter,,,,,,15,87,62,0,0,30,,,,,,,,,,,,,87,62,0,0
1557,Madison,2014,13730,Dachshund Rescue of St. Louis,Highland,62249-2760,Animal Shelter,,,0,0,0,30,200,160,0,5,30,,,,,,,,,,,,,200,160,0,5
1558,Madison,2014,14140,Found A Hound Rescue,Godfrey,62035-1349,Animal Shelter,,,,,,14,135,126,0,3,20,,,,,,,,,,,,,135,126,0,3
1559,Madison,2014,14266,Four Paws Sake,Collinsville,62234-5812,Animal Shelter,,,,,0,123,,114,0,9,0,4,4,4,0,0,0,,,,,,,4,118,0,9
1560,Madison,2014,14674,Happy Hooves Equine Rescue,Edwardsville,62025-7648,Horse Rescue,,,,,2,,,,,,,,,,,,,5,2,,,,7,2,0,0,0
1561,Madison,2014,6418,Highland Animal Shelter,Highland,62249-0307,Animal Shelter,,,,,,23,68,56,0,0,35,103,235,145,0,10,183,0,,,,,,303,201,0,10
1562,Madison,2014,6613,Metro East Humane Society,Edwardsville,62025-6847,Animal Shelter,0,0,0,0,0,18,381,350,0,5,20,17,288,277,0,0,37,0,0,0,0,0,0,669,627,0,5
1563,Madison,2014,10989,Partners for Pets Humane Society,Saint Jacob,62281-1013,Animal Shelter,,,,,,70,971,795,0,16,160,75,684,594,0,20,145,0,0,0,0,0,0,1655,1389,0,36
1564,Madison,2014,14618,Sheri's Birds,Wood River,62095-1216,Animal Shelter,,,,,,,,,,,,,,,,,,3,1,0,,,2,1,0,0,0
1565,Madison,2014,13786,Spencer Pet Rescue,Troy,62294-2327,Animal Shelter,80,130,7,5,,12,92,80,,,12,10,7,5,,,2,,,,,,,99,85,0,0
1566,Madison,2014,5747,Alton Animal Control Center,Alton,62002-8865,Animal Control Facility,0,0,0,0,0,0,270,68,41,161,0,0,361,6,1,354,0,0,269,0,0,269,0,900,74,42,784
1567,Madison,2014,8699,East Alton Animal Control,East Alton,62024-1170,Animal Control Facility,,,,,,0,40,,20,20,0,0,71,,20,51,0,0,,,,,,111,0,40,71
1568,Madison,2014,1909,Granite City Humane Shelter,Granite City,62040-3394,Animal Control Facility,0,0,0,0,0,,410,37,127,3,,,418,31,10,12,,0,,,,,,828,68,137,15
1569,Madison,2014,299,Madison County Rabies Control,Edwardsville,62025-6803,,0,0,0,0,0,12,1076,281,261,488,20,6,1542,338,32,1154,19,0,0,,,,0,2618,619,293,1642
1570,Madison,2014,3923,Warren Billhartz Animal Shelter,Collinsville,62234-7434,Animal Control Facility,,,,,,4,200,32,105,12,4,19,161,70,6,7,11,0,107,0,0,20,0,468,102,111,39
1571,Madison,2013,14213,Airedale Terrier Rescue and Adoption,Godfrey,62035,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1572,Madison,2013,3846,APA (Assn. for the Protection of Animals),Granite City,62040,Animal Shelter,,,,,,32,39,53,23,4,37,57,23,46,4,6,32,,,,,,,62,99,27,10
1573,Madison,2013,13934,Come Bye Border Collie Rescue,Highland,62249,Animal Shelter,,,,,,10,51,45,0,1,13,,,,,,,,,,,,,51,45,0,1
1574,Madison,2013,13730,Dachshund Rescue of St. Louis,Highland,62249,Animal Shelter,,,,,,170,170,160,0,2,8,,,,,,,,,,,,,170,160,0,2
1575,Madison,2013,14266,Four Paws Sake,Collinsville,62234,Animal Shelter,37,21,,4,,,44,48,0,7,,,4,4,0,0,0,,,,,,,48,52,0,7
1576,Madison,2013,6613,Metro East Humane Society,Edwardsville,62025,Animal Shelter,285,133,162,146,0,6,423,418,0,0,11,14,301,308,0,0,21,0,,,,,0,724,726,0,0
1577,Madison,2013,10989,Partners for Pets Humane Society,St. Jacobs,62281,Animal Shelter,,,,,,70,725,718,2,9,66,75,456,448,0,2,81,0,0,0,0,0,0,1181,1166,2,11
1578,Madison,2013,14170,Sleepy Dog Rescue,Bethalto,62010,Animal Shelter,0,0,0,0,0,13,,,,,13,0,,,,,0,0,,,,,0,0,0,0,0
1579,Madison,2013,14140,Found A Hound Rescue,Godfrey,62035,Animal Shelter,,,,,,3,67,53,0,0,14,,,,,,,,,,,,,67,53,0,0
1580,Madison,2013,1909,Granite City Humane Shelter,Granite City,62040,Animal Control Facility,0,0,0,0,0,,408,34,136,2,,,555,17,13,6,,0,,,,,,963,51,149,8
1581,Madison,2013,6418,Highland Animal Shelter,Highland,62249,Animal Shelter,,,,,,18,84,78,1,0,23,70,211,177,1,0,103,0,,,,,0,295,255,2,0
1582,Marion,2010,10558,Away To Me Border Collie Rescue,Centralia,62801,Animal Shelter,1,0,0,0,0,,2,1,0,0,,,0,0,0,0,,,0,0,0,0,,2,1,0,0
1583,Marion,2011,10558,Away To Me Border Collie Rescue,Centralia,62801,Animal Shelter,1,,,,,1,,1,,,,,,,,,,,,,,,,0,1,0,0
1584,Marion,2012,310,City of Centralia,Centralia,62801,,0,0,0,0,0,,616,27,110,73,,,255,8,1,13,,,0,,,,,871,35,111,86
1585,Marion,2010,310,City of Centralia,Centralia,62801,,,,,,,,766,24,168,163,,,228,7,9,32,,,0,0,0,0,,994,31,177,195
1586,Marion,2011,310,City of Centralia,Centralia,62801,,,,,,,,768,35,148,103,,,253,12,6,18,,,0,0,0,0,,1021,47,154,121
1587,Marion,2013,310,City of Centralia,Centralia,62801,,0,0,0,0,0,,658,19,94,71,,,345,7,6,0,,,0,,,,,1003,26,100,71
1588,Marion,2014,14635,Williams Pond Rescue,Salem,62881-7219,Horse Rescue,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0
1589,Marion,2014,310,City of Centralia,Centralia,62801-3524,Animal Control Facility,0,0,0,0,0,,635,30,131,87,,,277,6,4,2,,,,,,,,912,36,135,89
1590,Marion,2014,14660,City of Salem Animal Control Program,Kell,62853,,,,,,,0,53,15,20,0,18,0,38,10,0,24,4,0,1,1,0,0,0,92,26,20,24
1591,Marshall,2012,10171,"(Missing) Animal Recycling Kennel H.S., LTD",Lacon,61540,Animal Shelter,140,71,14,49,2,,215,211,4,11,,,63,63,0,24,,,2,2,0,0,,280,276,4,35
1592,Marshall,2010,10171,"Animal Recycling Kennel H.S., LTD",Lacon,61540,Animal Shelter,140,71,14,49,2,,215,211,4,11,,,63,63,0,24,,,2,2,0,0,,280,276,4,35
1593,Marshall,2011,10171,"Animal Recycling Kennel H.S., LTD",Lacon,61540,Animal Shelter,155,80,62,87,0,70,170,239,2,4,55,102,41,149,1,6,95,0,0,0,0,0,0,211,388,3,10
1594,Marshall,2012,2440,Marshall County Dog Pound,Lacon,61540,Animal Control,0,0,0,0,0,0,145,25,98,22,0,0,0,0,0,0,0,0,0,0,0,0,0,145,25,98,22
1595,Marshall,2011,2440,Marshall County Dog Pound,Lacon,61540,Animal Control,0,0,0,0,0,0,175,150,,25,,0,,,,,,0,0,,,,,175,150,0,25
1596,Marshall,2010,2440,Marshall County Dog Pound,Lacon,61540,Animal Control,0,0,0,0,0,,240,30,190,20,,,0,0,0,0,,,0,0,0,0,,240,30,190,20
1597,Marshall,2013,2440,Marshall County Dog Pound,Lacon,61540,Animal Control,0,0,0,0,0,0,80,15,55,10,0,,,,,,,,,,,,,80,15,55,10
1598,Marshall,2014,10171,"Animal Recycling Kennel H.S., Ltd",Lacon,61540-8913,Animal Shelter,164,41,34,44,0,48,212,205,4,3,52,78,146,78,0,10,136,0,,,,,0,358,283,4,13
1599,Marshall,2014,2440,Marshall County Dog Pound,Lacon,61540-0328,Animal Control Facility,0,0,0,0,0,0,180,40,115,25,0,0,0,0,0,0,0,0,0,0,0,0,0,180,40,115,25
1600,Marshall,2013,10171,"Animal Recycling Kennel H.S., LTD",Lacon,61540,Animal Shelter,,,,,0,50,120,108,2,4,55,82,118,90,0,10,78,0,0,0,0,0,0,238,198,2,14
1601,Mason,2012,5760,City of Havana,Havana,62644,Animal Control,0,0,0,0,0,0,10,1,1,1,7,,49,0,4,17,28,0,0,0,0,0,0,59,1,5,18
1602,Mason,2010,5760,City of Havana,Havana,62644,Animal Control,0,0,0,0,0,0,53,2,28,23,0,0,81,0,60,21,0,0,0,0,0,0,0,134,2,88,44
1603,Mason,2011,5760,City of Havana,Havana,62644,Animal Control,0,0,0,0,0,0,35,0,14,21,0,0,60,0,9,51,28,0,0,0,0,0,0,95,0,23,72
1604,Mason,2012,11651,Pets Without Parents,Easton,62633,Animal Shelter,,,,,,9,123,72,32,13,6,12,191,109,11,58,13,,,,,,,314,181,43,71
1605,Mason,2010,11651,Pets Without Parents,Easton,62633,Animal Shelter,0,0,0,0,0,0,189,89,37,43,0,0,179,53,8,95,0,0,0,0,0,0,0,368,142,45,138
1606,Mason,2011,11651,Pets Without Parents,Easton,62633,Animal Shelter,0,0,0,0,0,8,161,78,53,22,8,11,228,111,21,83,13,0,0,0,0,0,0,389,189,74,105
1607,Mason,2012,5567,Village of Manito,Manito,61546,Animal Control,,,,,,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0
1608,Mason,2010,5567,Village of Manito,Manito,61546,Animal Control,0,0,0,0,0,0,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,5,0
1609,Mason,2011,5567,Village of Manito,Manito,61546,Animal Control,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,10,0,10,0,0,25,0,15,0
1610,Mason,2013,5567,Village of Manito,Manito,61546,Animal Control,0,0,0,0,0,0,0,,,,,0,,,,,,0,,,,,,0,0,0,0
1611,Mason,2013,5760,City of Havana,Havana,62644,Animal Control,,,,,,,10,,28,,38,,56,,6,,62,,1,,,,,67,0,34,0
1612,Mason,2014,14607,Love Without Limits,Havana,62644,Animal Shelter,,,,,0,,,,,,,,,,,,,43,4,7,0,0,40,4,7,0,0
1613,Mason,2014,14607,Love Without Limits,Havana,62644-1377,Animal Shelter,,,,,0,,,,,,,,,,,,,43,4,7,0,0,40,4,7,0,0
1614,Mason,2014,11651,Pets Without Parents,Easton,62633-0166,Animal Shelter,,,,,,6,107,62,29,10,5,7,168,124,7,29,8,0,,,,,0,275,186,36,39
1615,Mason,2014,5760,City of Havana,Havana,62644-1199,Animal Control Facility,,,,,,,19,2,7,1,9,,69,2,2,16,49,,,,,,,88,4,9,17
1616,Mason,2014,5567,Village of Manito,Manito,61546-0735,,0,0,0,0,0,0,1,0,1,0,0,0,,,,,0,0,,,,,0,1,0,1,0
1617,Mason,2013,11651,Pets Without Parents,Easton,62633,,,,,,,7,147,92,40,9,6,8,185,109,13,56,7,0,1,1,,,0,333,202,53,65
1618,Massac,2010,320,City of Metropolis,Metropolis,62960,Animal Control,0,0,0,0,0,,270,190,40,40,,,0,0,0,0,,,0,0,0,0,,270,190,40,40
1619,Massac,2012,320,Metropolis Animal Control,Metropolis,62960,Animal Control,0,0,0,0,0,14,303,245,15,29,14,0,0,0,0,0,0,0,0,0,0,0,0,303,245,15,29
1620,Massac,2011,320,Metropolis Animal Control,Metropolis,62960,Animal Control,0,0,0,0,0,256,256,183,31,42,,0,0,0,0,0,0,0,0,0,0,0,0,256,183,31,42
1621,Massac,2012,9517,Project Hope Humane Society,Metropolis,62960,Animal Shelter,162,58,122,80,,90,240,233,0,15,82,115,160,185,0,13,77,,,,,,,400,418,0,28
1622,Massac,2010,9517,Project Hope Humane Society,Metropolis,62960,Animal Shelter,106,75,57,50,0,,189,181,4,4,,,129,107,2,4,,,0,0,0,0,,318,288,6,8
1623,Massac,2011,9517,Project Hope Humane Society,Metropolis,62960,Animal Shelter,0,0,0,0,0,81,262,240,0,3,100,78,150,145,0,2,81,,,,,,,412,385,0,5
1624,Massac,2012,10102,Village of Joppa,Joppa,62953,Animal Control,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,Massac,2010,10102,Village of Joppa,Joppa,62953,Animal Control,0,0,0,0,0,,7,,7,,,,,,,,,,,,,,,7,0,7,0
1626,Massac,2011,10102,Village of Joppa,Joppa,62953,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0
1627,Massac,2013,10102,Village of Joppa,Joppa,62953,Animal Control,,,,,,0,10,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,2
1628,Massac,2013,320,Metropolis Animal Control,Metropolis,62960,Animal Control,0,0,0,0,0,5,243,155,70,9,5,0,0,0,0,0,0,0,0,0,0,0,0,243,155,70,9
1629,Massac,2014,9517,Project Hope Humane Society,Metropolis,62960,Animal Shelter,67,25,18,27,,77,74,92,0,2,57,59,47,39,0,4,63,0,0,0,0,0,0,121,131,0,6
1630,Massac,2014,320,Metropolis Animal Control,Metropolis,62960-0682,Animal Control Facility,0,0,0,0,0,7,262,159,92,5,6,0,,,,,,0,,,,,,262,159,92,5
1631,Massac,2014,10102,Village of Joppa,Joppa,62953-0099,Animal Control Facility,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0
1632,McDonough,2012,14094,Epitome Dog Rescue,Macomb,61455,Animal Shelter,,,,,,5,32,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,34,0,0
1633,McDonough,2011,14094,Epitome Dog Rescue,Macomb,61455,Animal Shelter,15,5,,,,0,23,20,0,1,2,,,,,,,,,,,,,23,20,0,1
1634,McDonough,2012,14284,Humane Society of McDonough County,Macomb,61455,Animal Shelter,1,,,2,,0,6,3,0,0,3,0,19,10,0,2,7,,0,0,0,0,0,25,13,0,2
1635,McDonough,2012,266,McDonough County Animal Shelter,Macomb,61455, Animal Control,373,,190,,0,206,400,244,129,12,206,409,364,181,9,102,416,,,,,,,764,425,138,114
1636,McDonough,2010,266,McDonough County Animal Shelter,Macomb,61455, Animal Control,,,,,,,557,242,100,46,,,517,174,6,216,,,,,,,,1074,416,106,262
1637,McDonough,2011,266,McDonough County Animal Shelter,Macomb,61455, Animal Control,,,,,,10,620,275,97,12,19,34,772,225,11,156,21,,,,,,,1392,500,108,168
1638,McDonough,2013,266,McDonough County Animal Shelter,Macomb,61455, Animal Control,,,,,,20,592,200,139,20,209,28,746,153,8,137,64,384,,,,,,1338,353,147,157
1639,McDonough,2014,14094,Epitome Dog Rescue,Macomb,61455-1967,Animal Shelter,,,,,,10,48,40,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,48,40,0,1
